utr_number,deposit_amount,deposit_date,description,bank_ref
UTRS4ALT1G4,5162.1,2026-08-27,RAZORPAY SETTLEMENT setl_638 PART2,REF_COPJCXRA
UTRFK1REUPE,14483.81,2026-08-26,RAZORPAY SETTLEMENT setl_639,REF_0QXDNQVA
UTR45A5HJZR,11517.66,2026-08-27,RAZORPAY SETTLEMENT setl_640,REF_C35WEMCB
UTRL92ODUG6,14584.95,2026-08-26,RAZORPAY SETTLEMENT setl_641,REF_ES7QAY5I
UTRXORJMQZH,16483.04,2026-08-26,RAZORPAY SETTLEMENT setl_642,REF_PO1PJZRC
UTRFEGWXX8Y,6400.53,2026-08-27,RAZORPAY SETTLEMENT setl_643 PART1,REF_47QKJGUF
UTRP52B9KL0,4267.02,2026-08-28,RAZORPAY SETTLEMENT setl_643 PART2,REF_86GFA883
UTR4NB9Q69T,11085.07,2026-08-27,RAZORPAY SETTLEMENT setl_644,REF_3FS1MR58
UTR2YADLH2U,10990.81,2026-08-27,RAZORPAY SETTLEMENT setl_645,REF_4BV7HPE7
UTR8WLFB61D,8494.07,2026-08-26,RAZORPAY SETTLEMENT setl_646,REF_2WH6XPRE
UTRR7NUBECJ,10186.93,2026-08-26,RAZORPAY SETTLEMENT setl_647,REF_5J7U98VW
UTRBIUG5V3V,8013.86,2026-08-27,RAZORPAY SETTLEMENT setl_648,REF_F1YAUKQO
UTRWAUVW7M5,12780.96,2026-08-27,RAZORPAY SETTLEMENT setl_649,REF_NUUL7KRO
UTRQ06ID4AY,11223.89,2026-08-27,RAZORPAY SETTLEMENT setl_650 PART1,REF_JU7PSLQI
UTRWAQT1KCD,7482.6,2026-08-28,RAZORPAY SETTLEMENT setl_650 PART2,REF_EIPLED41
UTRGXVA9J7N,10401.78,2026-08-27,RAZORPAY SETTLEMENT setl_651,REF_B5NK3YVW
UTRLHB8OSGE,7109.92,2026-08-27,RAZORPAY SETTLEMENT setl_652,REF_X7OAEPXJ
UTRRNVJJNNY,13198.6,2026-08-26,RAZORPAY SETTLEMENT setl_653,REF_M4DUK7XG
UTRK98ZZYNC,15202.72,2026-08-27,RAZORPAY SETTLEMENT setl_654,REF_WL5S34CT
UTR56U00NEC,8266.06,2026-08-27,RAZORPAY SETTLEMENT setl_655,REF_DHTGYP2O
UTR4SCIDZYC,11605.17,2026-08-26,RAZORPAY SETTLEMENT setl_656,REF_BZ24QSNO
UTRUAJ8QTNN,10866.57,2026-08-26,RAZORPAY SETTLEMENT setl_657,REF_X08XPTML
UTRBUQD0O3T,3690.14,2026-08-27,RAZORPAY SETTLEMENT setl_658 PART1,REF_DJQDYRTG
UTRG9YXO2AQ,2460.1,2026-08-28,RAZORPAY SETTLEMENT setl_658 PART2,REF_37FD8FP1
UTRLADLWT45,13027.22,2026-08-26,RAZORPAY SETTLEMENT setl_659,REF_PYVD90CP
UTR5F515212,10552.07,2026-08-27,RAZORPAY SETTLEMENT setl_660,REF_W2QFU8LS
UTRZ8PUTV3H,8944.43,2026-08-26,RAZORPAY SETTLEMENT setl_661,REF_5FF6EHHW
UTR84R14EZ7,9252.87,2026-08-27,RAZORPAY SETTLEMENT setl_662,REF_MDDD0QO2
UTR0TWHC9HS,12242.3,2026-08-27,RAZORPAY SETTLEMENT setl_663,REF_84EOEJT0
UTR3IM5Q9N1,18331.71,2026-08-27,RAZORPAY SETTLEMENT setl_664,REF_1XFEIJDX
UTRFPWMK628,13908.23,2026-08-27,RAZORPAY SETTLEMENT setl_665,REF_DZ4OT5TT
UTRDRB00VT4,12450.63,2026-08-26,RAZORPAY SETTLEMENT setl_666,REF_CHU29KAC
UTRJP4W4LZK,7285.93,2026-08-27,RAZORPAY SETTLEMENT setl_667 PART1,REF_ET6S9A0W
UTRT9IA8MWR,4857.28,2026-08-28,RAZORPAY SETTLEMENT setl_667 PART2,REF_API6US6Y
UTR0VF30E3H,15054.13,2026-08-26,RAZORPAY SETTLEMENT setl_668,REF_VW2LWHRB
UTRGDZGBQBU,11219.73,2026-08-27,RAZORPAY SETTLEMENT setl_669,REF_3GPUUX94
UTRN0X69GS8,9940.52,2026-08-27,RAZORPAY SETTLEMENT setl_670 PART1,REF_5NR2ANG0
UTR6R7INCGR,6627.02,2026-08-28,RAZORPAY SETTLEMENT setl_670 PART2,REF_FM6UXYVY
UTRYB17KQK3,14560.71,2026-08-27,RAZORPAY SETTLEMENT setl_671,REF_4YJG3B55
UTR1U9WTU9I,20855.88,2026-08-26,RAZORPAY SETTLEMENT setl_672,REF_IWXRWYAS
UTRW4DJS112,10580.49,2026-08-27,RAZORPAY SETTLEMENT setl_673,REF_O7S6R3FL
UTRWO8Z0PUI,13629.39,2026-08-26,RAZORPAY SETTLEMENT setl_674,REF_7W5PURPD
UTRQE594E2F,15717.94,2026-08-27,RAZORPAY SETTLEMENT setl_675,REF_KLX68XO2
UTRWTKPIFN4,10031.78,2026-08-27,RAZORPAY SETTLEMENT setl_676,REF_05JT2GUO
UTRW474G358,7328.9,2026-08-27,RAZORPAY SETTLEMENT setl_677,REF_XPNVBJS1
UTRKTZH0M87,9067.13,2026-08-27,RAZORPAY SETTLEMENT setl_678,REF_ADHBJCNG
UTRGVBYTR7S,10889.88,2026-08-27,RAZORPAY SETTLEMENT setl_679,REF_8889R5V5
UTRWP70F4KC,9903.33,2026-08-27,RAZORPAY SETTLEMENT setl_680,REF_YPNL292Y
UTRNDUEE564,7665.64,2026-08-27,RAZORPAY SETTLEMENT setl_681,REF_6ZQZH53A
UTR8PECLEEH,10147.0,2026-08-27,RAZORPAY SETTLEMENT setl_682 PART1,REF_TKM1AYF1
UTR2PRM0FEH,6764.67,2026-08-28,RAZORPAY SETTLEMENT setl_682 PART2,REF_LY3QQ59D
UTR0XMFQRF7,6933.42,2026-08-27,RAZORPAY SETTLEMENT setl_683,REF_CYPHW0ZG
UTRHGO6K47Z,10832.7,2026-08-26,RAZORPAY SETTLEMENT setl_684,REF_8ZQIFVQA
UTRX2G7LUJ7,9984.84,2026-08-26,RAZORPAY SETTLEMENT setl_685,REF_G869W255
UTRZ4R2JT9R,14249.08,2026-08-26,RAZORPAY SETTLEMENT setl_686,REF_FMNKSANZ
UTRDTPKX29J,5540.62,2026-08-27,RAZORPAY SETTLEMENT setl_687 PART1,REF_EWLKNFJG
UTRTR2WNMTE,3693.74,2026-08-28,RAZORPAY SETTLEMENT setl_687 PART2,REF_49UXDB3P
UTR3C5X8B6O,8664.12,2026-08-26,RAZORPAY SETTLEMENT setl_688,REF_54KZQXKE
UTRR4YFGG54,16370.23,2026-08-26,RAZORPAY SETTLEMENT setl_689,REF_SSAGNZ2F
UTRT1MZXIO3,8847.3,2026-08-27,RAZORPAY SETTLEMENT setl_690,REF_HODZ3S5G
UTRTPCF4BKB,16364.57,2026-08-27,RAZORPAY SETTLEMENT setl_691,REF_VDZFCQTI
UTR8IYUFJIG,14008.45,2026-08-26,RAZORPAY SETTLEMENT setl_692,REF_016QA5GB
UTRYQFPWIDF,11020.87,2026-08-26,RAZORPAY SETTLEMENT setl_693,REF_SRH5S33I
UTR8Z8ATP5R,8954.84,2026-08-27,RAZORPAY SETTLEMENT setl_694,REF_5IHZS6WI
UTRETCFPUFN,5491.34,2026-08-27,RAZORPAY SETTLEMENT setl_695 PART1,REF_2T212CVV
UTRI5AN4ABA,3660.9,2026-08-28,RAZORPAY SETTLEMENT setl_695 PART2,REF_OK6UHLV4
UTRPWXWV9BH,7562.9,2026-08-26,RAZORPAY SETTLEMENT setl_696,REF_XIXPS3IM
UTRVTM9OJK9,17312.42,2026-08-26,RAZORPAY SETTLEMENT setl_697,REF_U1TK6NV6
UTRQ6F4VFH0,11596.4,2026-08-27,RAZORPAY SETTLEMENT setl_698,REF_1UE3GBX7
UTR14P39C00,11946.65,2026-08-27,RAZORPAY SETTLEMENT setl_699,REF_DOL4J0WK
UTRN35SDHYX,8849.9,2026-08-27,RAZORPAY SETTLEMENT setl_700,REF_9FNCSJRV
UTRC9ZROULO,13776.37,2026-08-26,RAZORPAY SETTLEMENT setl_701,REF_3PX9WVRZ
UTRWO7V4Z4C,7896.82,2026-08-27,RAZORPAY SETTLEMENT setl_702,REF_RJT2ZWEP
UTRRQ89O63T,13003.95,2026-08-26,RAZORPAY SETTLEMENT setl_703,REF_KH5RXZR8
UTRMSVW78WR,11582.98,2026-08-26,RAZORPAY SETTLEMENT setl_704,REF_5RTQHHE0
UTRQH1XJNAN,8087.43,2026-08-27,RAZORPAY SETTLEMENT setl_705,REF_504ZV9UC
UTRBE81UQHR,8087.15,2026-08-27,RAZORPAY SETTLEMENT setl_706 PART1,REF_4P2HX73K
UTRVIQN52V8,5391.44,2026-08-28,RAZORPAY SETTLEMENT setl_706 PART2,REF_0NH1GE9C
UTR2P0JLVMB,11649.94,2026-08-26,RAZORPAY SETTLEMENT setl_707,REF_S5U8P8VD
UTRDFD3Y8S4,12576.96,2026-08-27,RAZORPAY SETTLEMENT setl_708,REF_5RZ83VRI
UTREOVU5JAY,17757.77,2026-08-27,RAZORPAY SETTLEMENT setl_709,REF_J0SU7UKT
UTRIZFVGM2N,7359.69,2026-08-26,RAZORPAY SETTLEMENT setl_710,REF_0DNIB6OY
UTRXIVCKXJF,7972.97,2026-08-26,RAZORPAY SETTLEMENT setl_711 PART1,REF_K0YFN6YG
UTRLI1YNTNU,5315.31,2026-08-27,RAZORPAY SETTLEMENT setl_711 PART2,REF_T1TRJ4BW
UTRCHT8KWQS,10317.19,2026-08-26,RAZORPAY SETTLEMENT setl_712,REF_38T37JMP
UTRULRRL1EZ,10116.21,2026-08-27,RAZORPAY SETTLEMENT setl_713,REF_80VIM0R9
UTRPKBI0N82,5436.55,2026-08-28,RAZORPAY SETTLEMENT setl_714,REF_EZZL2HS9
UTRCKHZSJDF,15230.17,2026-08-27,RAZORPAY SETTLEMENT setl_715,REF_VL9KFGTB
UTRSP8333ZS,13502.48,2026-08-28,RAZORPAY SETTLEMENT setl_716,REF_3FGTNWTF
UTRTEF7JZC8,5179.84,2026-08-28,RAZORPAY SETTLEMENT setl_717,REF_MT3DMU3L
UTROXIWJLZ5,11330.11,2026-08-27,RAZORPAY SETTLEMENT setl_718,REF_5Y1C7C91
UTR6S97KK92,12356.35,2026-08-28,RAZORPAY SETTLEMENT setl_719,REF_E6U08QN2
UTRAYFFCJ7N,15656.89,2026-08-28,RAZORPAY SETTLEMENT setl_720,REF_BBXNPCQ7
UTR1SKL5M9U,6741.65,2026-08-28,RAZORPAY SETTLEMENT setl_721 PART1,REF_SS51VHJM
UTRVTAAO7KZ,4494.44,2026-08-29,RAZORPAY SETTLEMENT setl_721 PART2,REF_LYHW34WD
UTRULPAESFA,11116.07,2026-08-27,RAZORPAY SETTLEMENT setl_722,REF_7BPO0BMU
UTR2L2FN50A,10929.54,2026-08-28,RAZORPAY SETTLEMENT setl_723,REF_EF8CLA7I
UTR6ZU4LBK1,7938.57,2026-08-28,RAZORPAY SETTLEMENT setl_724,REF_E3NSBVH3
UTREOTM74UW,8995.68,2026-08-28,RAZORPAY SETTLEMENT setl_725,REF_5JJZIL2W
UTRTVQR8MA2,15351.42,2026-08-28,RAZORPAY SETTLEMENT setl_726,REF_TH7EF5XY
UTRLOUNS83G,5512.54,2026-08-27,RAZORPAY SETTLEMENT setl_727,REF_HA1YNZRO
UTRS32WCRJA,6653.55,2026-08-27,RAZORPAY SETTLEMENT setl_728 PART1,REF_N18IHM6K
UTR70362RCL,4435.7,2026-08-28,RAZORPAY SETTLEMENT setl_728 PART2,REF_GOJFSTFO
UTR4JA2OICR,6485.23,2026-08-28,RAZORPAY SETTLEMENT setl_729,REF_EIZFRQIR
UTRFIEL1T9J,8730.44,2026-08-27,RAZORPAY SETTLEMENT setl_730,REF_NVYMC1VF
UTRZQDCED4W,16454.67,2026-08-28,RAZORPAY SETTLEMENT setl_731,REF_78W9VPWV
UTRIAG4ZV0U,6469.25,2026-08-28,RAZORPAY SETTLEMENT setl_732,REF_Z83JWB8A
UTRJH5UIK4P,9140.27,2026-08-27,RAZORPAY SETTLEMENT setl_733 PART1,REF_FKLSEB73
UTR1FDQDNCV,6093.51,2026-08-28,RAZORPAY SETTLEMENT setl_733 PART2,REF_O1KY5N6P
UTR6G7V4X1I,17199.72,2026-08-28,RAZORPAY SETTLEMENT setl_734,REF_4QUZ93PW
UTR0KN6TNUK,12456.01,2026-08-28,RAZORPAY SETTLEMENT setl_735,REF_EINL1MBR
UTR9YVY0D6Y,7158.12,2026-08-27,RAZORPAY SETTLEMENT setl_736 PART1,REF_1VCD7G4W
UTR8WRF1Y6U,4772.08,2026-08-28,RAZORPAY SETTLEMENT setl_736 PART2,REF_VP5RFYM8
UTRM4ODO9JT,12769.3,2026-08-27,RAZORPAY SETTLEMENT setl_737,REF_LAK80LTB
UTRH3HV3VJH,13631.62,2026-08-28,RAZORPAY SETTLEMENT setl_738,REF_BMXP2Q7C
UTR9ZVVC1CH,11965.33,2026-08-27,RAZORPAY SETTLEMENT setl_739,REF_YZCYL68I
UTRUK1CCBBE,14027.9,2026-08-28,RAZORPAY SETTLEMENT setl_740,REF_TDXBA3R9
UTROL8KKH5M,6661.63,2026-08-27,RAZORPAY SETTLEMENT setl_741 PART1,REF_COLOM8M3
UTRQOO7MJL0,4441.09,2026-08-28,RAZORPAY SETTLEMENT setl_741 PART2,REF_JTVZCGBK
UTR8LE8UYQE,10787.82,2026-08-27,RAZORPAY SETTLEMENT setl_742,REF_B4XY3543
UTRR7I3CDXO,16472.54,2026-08-27,RAZORPAY SETTLEMENT setl_743,REF_ACNRHSZ6
UTRZJ0CJYYG,12228.38,2026-08-27,RAZORPAY SETTLEMENT setl_744,REF_DGNCAQWA
UTR9VR6QD5F,13214.39,2026-08-27,RAZORPAY SETTLEMENT setl_745,REF_G03UYMVY
UTRNAU9HEIH,7015.84,2026-08-27,RAZORPAY SETTLEMENT setl_746 PART1,REF_EG1QS4E5
UTRWXC7VWWI,4677.22,2026-08-28,RAZORPAY SETTLEMENT setl_746 PART2,REF_QMCB4QQK
UTREI4UQPFI,12653.65,2026-08-28,RAZORPAY SETTLEMENT setl_747,REF_O1E1G8RI
UTRQT6GPFPR,8621.8,2026-08-28,RAZORPAY SETTLEMENT setl_748,REF_COXR1TJA
UTRPIRPBXQ0,5053.57,2026-08-27,RAZORPAY SETTLEMENT setl_749 PART1,REF_75CBIUYT
UTRUP8V3DLK,3369.05,2026-08-28,RAZORPAY SETTLEMENT setl_749 PART2,REF_YHLEDVXA
UTRM3B22MC5,15404.86,2026-08-28,RAZORPAY SETTLEMENT setl_750,REF_89Z8M35Q
UTRGK6NR1ZG,10388.37,2026-08-28,RAZORPAY SETTLEMENT setl_751,REF_MSY0FE92
UTRO3LXFLF9,16077.79,2026-08-28,RAZORPAY SETTLEMENT setl_752,REF_XRIQA632
UTRF6QQERZ0,10283.98,2026-08-27,RAZORPAY SETTLEMENT setl_753 PART1,REF_KQG9DYMZ
UTRQK3LF6WH,6855.98,2026-08-28,RAZORPAY SETTLEMENT setl_753 PART2,REF_79O88GXY
UTRSRAOLTTC,14729.15,2026-08-28,RAZORPAY SETTLEMENT setl_754,REF_PTAA92BQ
UTR11UOM3F4,9887.16,2026-08-28,RAZORPAY SETTLEMENT setl_755,REF_ZIO6W5VT
UTRN7MARL9B,9874.99,2026-08-28,RAZORPAY SETTLEMENT setl_756,REF_6IO6597E
UTRH7YL7X01,16541.08,2026-08-28,RAZORPAY SETTLEMENT setl_757,REF_87AAAV2L
UTRY9UYA77R,10194.05,2026-08-27,RAZORPAY SETTLEMENT setl_758,REF_LJYC2DMD
UTR26RFFIKP,18393.33,2026-08-28,RAZORPAY SETTLEMENT setl_759,REF_HI35L3AS
UTRUL02PJFK,8231.77,2026-08-27,RAZORPAY SETTLEMENT setl_760 PART1,REF_J3VALSIN
UTRNP6WS3ZE,5487.84,2026-08-28,RAZORPAY SETTLEMENT setl_760 PART2,REF_Q61Z0ERY
UTRX85EI0CE,13442.66,2026-08-28,RAZORPAY SETTLEMENT setl_761,REF_EBGGO850
UTRXW6RB60Y,10894.81,2026-08-27,RAZORPAY SETTLEMENT setl_762,REF_M6H1W7AQ
UTR82T1DGMG,15425.9,2026-08-27,RAZORPAY SETTLEMENT setl_763,REF_B6ERCQBL
UTRRET0GFA1,9110.09,2026-08-28,RAZORPAY SETTLEMENT setl_764,REF_58GTSCV3
UTRDCRPE4DP,20832.76,2026-08-28,RAZORPAY SETTLEMENT setl_765,REF_1M67D7RW
UTR6SGQL4OT,9186.48,2026-08-27,RAZORPAY SETTLEMENT setl_766,REF_8B7URUHG
UTRWVK4WPML,5711.98,2026-08-28,RAZORPAY SETTLEMENT setl_767 PART1,REF_G9FDGP8D
UTR9PSQE3QY,3807.98,2026-08-29,RAZORPAY SETTLEMENT setl_767 PART2,REF_6X5PVP4X
UTRZU2Y3QIJ,7287.66,2026-08-27,RAZORPAY SETTLEMENT setl_768,REF_PDURSUQJ
UTRHS1A77FU,10953.87,2026-08-27,RAZORPAY SETTLEMENT setl_769,REF_Z9JPK59X
UTRSG3ADPZU,25041.71,2026-08-28,RAZORPAY SETTLEMENT setl_770,REF_VBMYNFFH
UTRK3PA6MVM,7932.46,2026-08-27,RAZORPAY SETTLEMENT setl_771 PART1,REF_539SRGV5
UTR3AOKD3EJ,5288.3,2026-08-28,RAZORPAY SETTLEMENT setl_771 PART2,REF_N1SJC2YL
UTRKVDZTY2X,18479.59,2026-08-27,RAZORPAY SETTLEMENT setl_772,REF_YL1SBLO8
UTRX72HG8LR,12638.27,2026-08-28,RAZORPAY SETTLEMENT setl_773,REF_URWFJF2F
UTRWQWSLS8K,16865.72,2026-08-27,RAZORPAY SETTLEMENT setl_774,REF_3YO13JFE
UTR3JMXC31J,14160.35,2026-08-27,RAZORPAY SETTLEMENT setl_775,REF_U8SZFWID
UTR6IXLSHTH,14829.22,2026-08-28,RAZORPAY SETTLEMENT setl_776,REF_FUGDWT19
UTR6URX9P07,11387.9,2026-08-27,RAZORPAY SETTLEMENT setl_777,REF_IEHT20R9
UTRUVOYV31C,7634.34,2026-08-28,RAZORPAY SETTLEMENT setl_778,REF_BXWOWH83
UTRTNNP3SLM,16422.0,2026-08-28,RAZORPAY SETTLEMENT setl_779,REF_UUBNR9B8
UTRO0XUL3XM,8916.97,2026-08-27,RAZORPAY SETTLEMENT setl_780,REF_5AD22Y3V
UTRBRLM7YFW,18828.18,2026-08-28,RAZORPAY SETTLEMENT setl_781,REF_PQRZYBGP
UTR2VQB6N0Y,4168.13,2026-08-28,RAZORPAY SETTLEMENT setl_782 PART1,REF_HYOB4MEK
UTRP6IO7RJN,2778.75,2026-08-29,RAZORPAY SETTLEMENT setl_782 PART2,REF_QLP8BHRM
UTR71DD86XG,11980.16,2026-08-27,RAZORPAY SETTLEMENT setl_783,REF_DISNIOHF
UTRTWORK364,11577.08,2026-08-27,RAZORPAY SETTLEMENT setl_784,REF_28LTNTR2
UTR73ASLQYE,8593.0,2026-08-28,RAZORPAY SETTLEMENT setl_785,REF_XZVIRH92
UTRV3WDK686,12234.98,2026-08-27,RAZORPAY SETTLEMENT setl_786,REF_NVUWAZY2
UTRSHD1WKZD,8273.0,2026-08-27,RAZORPAY SETTLEMENT setl_787,REF_RZF6YU3W
UTRZ2EH0D3W,10959.03,2026-08-27,RAZORPAY SETTLEMENT setl_788 PART1,REF_HR62KNHM
UTRF9JCGPJI,7306.02,2026-08-28,RAZORPAY SETTLEMENT setl_788 PART2,REF_CK28SH44
UTRRI3G6H7Y,13425.39,2026-08-27,RAZORPAY SETTLEMENT setl_789,REF_RCHNU8H9
UTR1U7CE9J5,8538.99,2026-08-27,RAZORPAY SETTLEMENT setl_790,REF_PD2ET0DH
UTRX4Z8X4C2,8349.92,2026-08-28,RAZORPAY SETTLEMENT setl_791 PART1,REF_PCDQ7B8Q
UTRAS0HVQOB,5566.62,2026-08-29,RAZORPAY SETTLEMENT setl_791 PART2,REF_JAWJVCDD
UTRDCGFVK2K,9936.45,2026-08-28,RAZORPAY SETTLEMENT setl_792,REF_19ZXJ29C
UTRWOJ9B9Y5,10637.88,2026-08-27,RAZORPAY SETTLEMENT setl_793,REF_2XHPNBNZ
UTRFIKGYNON,7501.69,2026-08-27,RAZORPAY SETTLEMENT setl_794,REF_D2EA4XDM
UTRYXSNNXXV,6941.68,2026-08-27,RAZORPAY SETTLEMENT setl_795 PART1,REF_8LKFHMX1
UTRNNZXOJ0S,4627.78,2026-08-28,RAZORPAY SETTLEMENT setl_795 PART2,REF_LDL5M46N
UTRY1Y3T7S5,11692.35,2026-08-27,RAZORPAY SETTLEMENT setl_796,REF_S08SPR0I
UTRT9BWSHYZ,13214.64,2026-08-27,RAZORPAY SETTLEMENT setl_797,REF_9K8ZZX62
UTR88O5G8II,8928.17,2026-08-28,RAZORPAY SETTLEMENT setl_798,REF_HCV72QNQ
UTRGTNRTML5,9930.35,2026-08-28,RAZORPAY SETTLEMENT setl_799,REF_0DUKLY0O
UTRUD7DCQY3,8099.63,2026-08-27,RAZORPAY SETTLEMENT setl_800 PART1,REF_67B9TIB9
UTR4OLN5TPI,5399.75,2026-08-28,RAZORPAY SETTLEMENT setl_800 PART2,REF_0IK34NJR
UTR4R06NB92,14568.52,2026-08-27,RAZORPAY SETTLEMENT setl_801,REF_2RMXEND3
UTR0A4XCUJW,10246.67,2026-08-27,RAZORPAY SETTLEMENT setl_802,REF_LGWJ5AE2
UTRJINN2M5W,9531.8,2026-08-29,RAZORPAY SETTLEMENT setl_803,REF_QJ2PY6W9
UTRIQ5ZA4N3,9622.89,2026-08-27,RAZORPAY SETTLEMENT setl_804 PART1,REF_1Q1YJF5G
UTRHAJ6PFGQ,6415.26,2026-08-28,RAZORPAY SETTLEMENT setl_804 PART2,REF_3XQ101DB
UTRAFSI0B2U,8610.99,2026-08-28,RAZORPAY SETTLEMENT setl_805,REF_MWXD46JR
UTR7O9CRA86,14277.95,2026-08-27,RAZORPAY SETTLEMENT setl_806,REF_4XRJIJC8
UTR68PZASOF,6589.69,2026-08-28,RAZORPAY SETTLEMENT setl_807,REF_SH08X6MG
UTRRCMTVJBE,12462.79,2026-08-27,RAZORPAY SETTLEMENT setl_808,REF_5BZCHL4R
UTRZAE990JH,8219.51,2026-08-28,RAZORPAY SETTLEMENT setl_809,REF_IUBX73EU
UTR2VHT828O,10674.47,2026-08-27,RAZORPAY SETTLEMENT setl_810,REF_6OSFC2N4
UTRENVPWPIZ,7343.18,2026-08-28,RAZORPAY SETTLEMENT setl_811,REF_I67IVDQ2
UTRF54WKNA0,10526.01,2026-08-28,RAZORPAY SETTLEMENT setl_812,REF_F7511459
UTR0GMUOKYS,6180.72,2026-08-28,RAZORPAY SETTLEMENT setl_813 PART1,REF_7OCTMPUF
UTR0H8LZ6JI,4120.48,2026-08-29,RAZORPAY SETTLEMENT setl_813 PART2,REF_SMIWCH8M
UTRWZQ283VG,9584.55,2026-08-27,RAZORPAY SETTLEMENT setl_814,REF_WIHG8AW5
UTR7TB67ADR,9989.93,2026-08-27,RAZORPAY SETTLEMENT setl_815,REF_EBHV2PT5
UTR622BAXG7,14558.78,2026-08-28,RAZORPAY SETTLEMENT setl_816,REF_NO1QU73A
UTRGXW8YG16,11202.97,2026-08-27,RAZORPAY SETTLEMENT setl_817,REF_L0IFZTI4
UTR9Q7P1KR8,13197.54,2026-08-27,RAZORPAY SETTLEMENT setl_818,REF_CSV63041
UTRWHS0RPOK,9470.31,2026-08-28,RAZORPAY SETTLEMENT setl_819,REF_FR7PZHB7
UTR9QMQQXC2,11164.4,2026-08-28,RAZORPAY SETTLEMENT setl_820,REF_W11DMGXV
UTRXK3RFA6Q,6092.32,2026-08-28,RAZORPAY SETTLEMENT setl_821 PART1,REF_5ROUA7IL
UTROUBOFKTY,4061.55,2026-08-29,RAZORPAY SETTLEMENT setl_821 PART2,REF_75RXXJ29
UTRMQ9FN9BV,13596.36,2026-08-28,RAZORPAY SETTLEMENT setl_822,REF_OI3N2QUG
UTRNXGDMFEH,9908.76,2026-08-28,RAZORPAY SETTLEMENT setl_823,REF_BMOOOASD
UTRLE6F8GJS,9483.56,2026-08-28,RAZORPAY SETTLEMENT setl_824,REF_Y9X3YHEL
UTR02N8ZNVC,8802.31,2026-08-28,RAZORPAY SETTLEMENT setl_825,REF_JWUQ2XIB
UTRXTGIV6VR,11809.86,2026-08-27,RAZORPAY SETTLEMENT setl_826,REF_EJAK3HOW
UTR42TCZ0B2,13138.43,2026-08-27,RAZORPAY SETTLEMENT setl_827,REF_DTU4GB2N
UTRJYROB0PP,13108.46,2026-08-27,RAZORPAY SETTLEMENT setl_828,REF_5A8WZAHV
UTRM5UHQ5NP,6583.85,2026-08-28,RAZORPAY SETTLEMENT setl_829 PART1,REF_4TFZGALP
UTR3JEIMJNZ,4389.23,2026-08-29,RAZORPAY SETTLEMENT setl_829 PART2,REF_V1PIXR16
UTRE2R9UUMT,11394.13,2026-08-28,RAZORPAY SETTLEMENT setl_830,REF_HOJ2P7X1
UTR5JBGVWXZ,13396.85,2026-08-28,RAZORPAY SETTLEMENT setl_831,REF_6GEFMIEX
UTR6U1L9O1L,8499.03,2026-08-27,RAZORPAY SETTLEMENT setl_832,REF_M387OAQD
UTRJ4BRHP84,10497.01,2026-08-28,RAZORPAY SETTLEMENT setl_833,REF_8SG127DN
